"","tplace","year","mois","temperature"
"736","Antalya",2016,"t6",25.65
"737","Antalya",2017,"t6",25.8
"738","Antalya",2018,"t6",25.26
"739","Antalya",2019,"t6",25.38
"740","Antalya",2020,"t6",23.96
"741","Antalya",2021,"t6",25.58
"742","Antalya",2022,"t6",25.57
"743","Antalya",2023,"t6",25.1
"744","Antalya",2024,"t6",25.7
"745","Antalya",2025,"t6",26.12
"746","Antalya",2026,"t6",25.54
"747","Antalya",2027,"t6",25.83
"748","Antalya",2028,"t6",25.84
"749","Antalya",2029,"t6",26.08
"750","Antalya",2030,"t6",26.83
"751","Antalya",2031,"t6",25.71
"752","Antalya",2032,"t6",26.8
"753","Antalya",2033,"t6",26.27
"754","Antalya",2034,"t6",27.54
"755","Antalya",2035,"t6",27.58
"756","Antalya",2036,"t6",27.01
"757","Antalya",2037,"t6",26.82
"758","Antalya",2038,"t6",26.33
"759","Antalya",2039,"t6",26.54
"760","Antalya",2040,"t6",26.19
"761","Antalya",2041,"t6",26.76
"762","Antalya",2042,"t6",26.13
"763","Antalya",2043,"t6",27.04
"764","Antalya",2044,"t6",27.03
"765","Antalya",2045,"t6",26.97
"766","Antalya",2046,"t6",27.27
"767","Antalya",2047,"t6",27.51
"768","Antalya",2048,"t6",27.86
"769","Antalya",2049,"t6",26.97
"770","Antalya",2050,"t6",26.33
"771","Antalya",2051,"t6",27.57
"772","Antalya",2052,"t6",28.16
"773","Antalya",2053,"t6",27.84
"774","Antalya",2054,"t6",27.69
"775","Antalya",2055,"t6",27.63
"776","Antalya",2056,"t6",28.14
"777","Antalya",2057,"t6",26.44
"778","Antalya",2058,"t6",26.6
"779","Antalya",2059,"t6",27.03
"780","Antalya",2060,"t6",27.64
"781","Antalya",2061,"t6",27.32
"782","Antalya",2062,"t6",28.38
"783","Antalya",2063,"t6",27.93
"784","Antalya",2064,"t6",28.27
"785","Antalya",2065,"t6",26.69
"786","Antalya",2066,"t6",28.62
"787","Antalya",2067,"t6",27.82
"788","Antalya",2068,"t6",27.74
"789","Antalya",2069,"t6",28.97
"790","Antalya",2070,"t6",29.33
"791","Antalya",2071,"t6",27.33
"792","Antalya",2072,"t6",28.93
"793","Antalya",2073,"t6",27.88
"794","Antalya",2074,"t6",28.45
"795","Antalya",2075,"t6",27.62
"796","Antalya",2076,"t6",27.82
"797","Antalya",2077,"t6",28.5
"798","Antalya",2078,"t6",28.31
"799","Antalya",2079,"t6",27.34
"800","Antalya",2080,"t6",29.71
"801","Antalya",2081,"t6",28.76
"802","Antalya",2082,"t6",28.77
"803","Antalya",2083,"t6",28.34
"804","Antalya",2084,"t6",29.35
"805","Antalya",2085,"t6",28.68
"806","Antalya",2086,"t6",28.91
"807","Antalya",2087,"t6",28.03
"808","Antalya",2088,"t6",28.7
"809","Antalya",2089,"t6",29.32
"810","Antalya",2090,"t6",29.48
"811","Antalya",2091,"t6",29.58
"812","Antalya",2092,"t6",28.19
"813","Antalya",2093,"t6",28.19
"814","Antalya",2094,"t6",28.47
"815","Antalya",2095,"t6",29.36
"816","Antalya",2096,"t6",29.08
"817","Antalya",1961,"t7",27.94
"818","Antalya",1962,"t7",29.15
"819","Antalya",1963,"t7",27.56
"820","Antalya",1964,"t7",27.6
"821","Antalya",1965,"t7",27.76
"822","Antalya",1966,"t7",27.94
"823","Antalya",1967,"t7",27.32
"824","Antalya",1968,"t7",28.24
"825","Antalya",1969,"t7",27.27
"826","Antalya",1970,"t7",27.88
"827","Antalya",1971,"t7",26.65
"828","Antalya",1972,"t7",27.78
"829","Antalya",1973,"t7",27.7
"830","Antalya",1974,"t7",27.24
"831","Antalya",1975,"t7",27.66
"832","Antalya",1976,"t7",27.48
"833","Antalya",1977,"t7",27.54
"834","Antalya",1978,"t7",28.73
"835","Antalya",1979,"t7",27.97
"836","Antalya",1980,"t7",28.23
"837","Antalya",1981,"t7",28.57
"838","Antalya",1982,"t7",27.07
"839","Antalya",1983,"t7",27.18
"840","Antalya",1984,"t7",27.25
"841","Antalya",1985,"t7",28.46
"842","Antalya",1986,"t7",27.65
"843","Antalya",1987,"t7",28.32
"844","Antalya",1988,"t7",28.3
"845","Antalya",1989,"t7",27.78
"846","Antalya",1990,"t7",28.08
"847","Antalya",1991,"t7",27.76
"848","Antalya",1992,"t7",28.63
"849","Antalya",1993,"t7",28.79
"850","Antalya",1994,"t7",27.27
"851","Antalya",1995,"t7",28.53
"852","Antalya",1996,"t7",28.3
"853","Antalya",1997,"t7",28.1
"854","Antalya",1998,"t7",28
"855","Antalya",1999,"t7",27.64
"856","Antalya",2000,"t7",27.27
"857","Antalya",2001,"t7",28.95
"858","Antalya",2002,"t7",29.39
"859","Antalya",2003,"t7",29.12
"860","Antalya",2004,"t7",28.53
"861","Antalya",2005,"t7",28.32
"862","Antalya",2006,"t7",28.42
"863","Antalya",2007,"t7",29.2
"864","Antalya",2008,"t7",28.43
"865","Antalya",2009,"t7",28.73
"866","Antalya",2010,"t7",28.89
"867","Antalya",2011,"t7",28.28
"868","Antalya",2012,"t7",28.85
"869","Antalya",2013,"t7",28.29
"870","Antalya",2014,"t7",28.27
"871","Antalya",2015,"t7",28.18
"872","Antalya",2016,"t7",28.17
"873","Antalya",2017,"t7",28.53
"874","Antalya",2018,"t7",29.26
"875","Antalya",2019,"t7",29.17
"876","Antalya",2020,"t7",28.81
"877","Antalya",2021,"t7",28.73
"878","Antalya",2022,"t7",29.29
"879","Antalya",2023,"t7",28.69
"880","Antalya",2024,"t7",29.1
"881","Antalya",2025,"t7",29.4
"882","Antalya",2026,"t7",29.07
"883","Antalya",2027,"t7",29.45
"884","Antalya",2028,"t7",27.82
"885","Antalya",2029,"t7",28.98
"886","Antalya",2030,"t7",29.25
"887","Antalya",2031,"t7",29.86
"888","Antalya",2032,"t7",29.19
"889","Antalya",2033,"t7",29.52
"890","Antalya",2034,"t7",29.27
"891","Antalya",2035,"t7",30.4
"892","Antalya",2036,"t7",29.87
"893","Antalya",2037,"t7",30.3
"894","Antalya",2038,"t7",30.3
"895","Antalya",2039,"t7",29.56
"896","Antalya",2040,"t7",29.73
"897","Antalya",2041,"t7",30.67
"898","Antalya",2042,"t7",30
"899","Antalya",2043,"t7",30.26
"900","Antalya",2044,"t7",30.88
"901","Antalya",2045,"t7",30.5
"902","Antalya",2046,"t7",30.43
"903","Antalya",2047,"t7",31.15
"904","Antalya",2048,"t7",30.04
"905","Antalya",2049,"t7",30.01
"906","Antalya",2050,"t7",29.93
"907","Antalya",2051,"t7",30.26
"908","Antalya",2052,"t7",30.55
"909","Antalya",2053,"t7",30.3
"910","Antalya",2054,"t7",30.57
"911","Antalya",2055,"t7",30.71
"912","Antalya",2056,"t7",30.66
"913","Antalya",2057,"t7",30.76
"914","Antalya",2058,"t7",30.84
"915","Antalya",2059,"t7",30.74
"916","Antalya",2060,"t7",31.09
"917","Antalya",2061,"t7",30.32
"918","Antalya",2062,"t7",30.94
"919","Antalya",2063,"t7",30.06
"920","Antalya",2064,"t7",31.11
"921","Antalya",2065,"t7",30.9
"922","Antalya",2066,"t7",31.7
"923","Antalya",2067,"t7",31.24
"924","Antalya",2068,"t7",32.08
"925","Antalya",2069,"t7",30.96
"926","Antalya",2070,"t7",31.64
"927","Antalya",2071,"t7",31.57
"928","Antalya",2072,"t7",31.71
"929","Antalya",2073,"t7",31.45
"930","Antalya",2074,"t7",30.59
"931","Antalya",2075,"t7",30.45
"932","Antalya",2076,"t7",31.78
"933","Antalya",2077,"t7",32.08
"934","Antalya",2078,"t7",32.72
"935","Antalya",2079,"t7",31.56
"936","Antalya",2080,"t7",32.29
"937","Antalya",2081,"t7",30.93
"938","Antalya",2082,"t7",31.49
"939","Antalya",2083,"t7",31.44
"940","Antalya",2084,"t7",32.2
"941","Antalya",2085,"t7",31.88
"942","Antalya",2086,"t7",31.77
"943","Antalya",2087,"t7",31.74
"944","Antalya",2088,"t7",31.91
"945","Antalya",2089,"t7",32.65
"946","Antalya",2090,"t7",32.92
"947","Antalya",2091,"t7",32.84
"948","Antalya",2092,"t7",31.74
"949","Antalya",2093,"t7",31.42
"950","Antalya",2094,"t7",31.88
"951","Antalya",2095,"t7",33.19
"952","Antalya",2096,"t7",31.86
"953","Antalya",1961,"t8",27.62
"954","Antalya",1962,"t8",28.64
"955","Antalya",1963,"t8",27.93
"956","Antalya",1964,"t8",27.25
"957","Antalya",1965,"t8",27.18
"958","Antalya",1966,"t8",28.51
"959","Antalya",1967,"t8",27.92
"960","Antalya",1968,"t8",28.49
"961","Antalya",1969,"t8",26.62
"962","Antalya",1970,"t8",27.56
"963","Antalya",1971,"t8",27.53
"964","Antalya",1972,"t8",28.05
"965","Antalya",1973,"t8",28.23
"966","Antalya",1974,"t8",27.44
"967","Antalya",1975,"t8",28.3
"968","Antalya",1976,"t8",27.9
"969","Antalya",1977,"t8",28.45
"970","Antalya",1978,"t8",27.81
"971","Antalya",1979,"t8",27.36
"972","Antalya",1980,"t8",27.67
"973","Antalya",1981,"t8",27.86
"974","Antalya",1982,"t8",27.41
"975","Antalya",1983,"t8",27.83
"976","Antalya",1984,"t8",27.56
"977","Antalya",1985,"t8",28.8
"978","Antalya",1986,"t8",28.77
"979","Antalya",1987,"t8",28.03
"980","Antalya",1988,"t8",27.99
"981","Antalya",1989,"t8",28.61
"982","Antalya",1990,"t8",28.54
"983","Antalya",1991,"t8",28.67
"984","Antalya",1992,"t8",29.34
"985","Antalya",1993,"t8",28.54
"986","Antalya",1994,"t8",27.9
"987","Antalya",1995,"t8",28.1
"988","Antalya",1996,"t8",28.11
"989","Antalya",1997,"t8",28.35
"990","Antalya",1998,"t8",28.58
"991","Antalya",1999,"t8",27.96
"992","Antalya",2000,"t8",28.27
"993","Antalya",2001,"t8",29
"994","Antalya",2002,"t8",28.65
"995","Antalya",2003,"t8",28.27
"996","Antalya",2004,"t8",28.94
"997","Antalya",2005,"t8",29.46
"998","Antalya",2006,"t8",28.22
"999","Antalya",2007,"t8",28.49
"1000","Antalya",2008,"t8",28.87
"1001","Antalya",2009,"t8",28.93
"1002","Antalya",2010,"t8",29.26
"1003","Antalya",2011,"t8",28.65
"1004","Antalya",2012,"t8",28.69
"1005","Antalya",2013,"t8",28.98
"1006","Antalya",2014,"t8",28.16
"1007","Antalya",2015,"t8",28.33
"1008","Antalya",2016,"t8",28.44
"1009","Antalya",2017,"t8",28.88
"1010","Antalya",2018,"t8",29.2
"1011","Antalya",2019,"t8",29.29
"1012","Antalya",2020,"t8",28.92
"1013","Antalya",2021,"t8",28.85
"1014","Antalya",2022,"t8",29.09
"1015","Antalya",2023,"t8",29.44
"1016","Antalya",2024,"t8",29.12
"1017","Antalya",2025,"t8",28.98
"1018","Antalya",2026,"t8",28.71
"1019","Antalya",2027,"t8",28.82
"1020","Antalya",2028,"t8",28.06
"1021","Antalya",2029,"t8",29.13
"1022","Antalya",2030,"t8",29.97
"1023","Antalya",2031,"t8",30.8
"1024","Antalya",2032,"t8",29.46
"1025","Antalya",2033,"t8",29.55
"1026","Antalya",2034,"t8",29.41
"1027","Antalya",2035,"t8",30.33
"1028","Antalya",2036,"t8",29.33
"1029","Antalya",2037,"t8",29.74
"1030","Antalya",2038,"t8",28.89
"1031","Antalya",2039,"t8",29.88
"1032","Antalya",2040,"t8",30.12
"1033","Antalya",2041,"t8",30.16
"1034","Antalya",2042,"t8",30
"1035","Antalya",2043,"t8",31.38
"1036","Antalya",2044,"t8",31.26
"1037","Antalya",2045,"t8",29.65
"1038","Antalya",2046,"t8",30.53
"1039","Antalya",2047,"t8",30.81
"1040","Antalya",2048,"t8",30.16
"1041","Antalya",2049,"t8",29.73
"1042","Antalya",2050,"t8",30.27
"1043","Antalya",2051,"t8",29.97
"1044","Antalya",2052,"t8",30.56
"1045","Antalya",2053,"t8",30.4
"1046","Antalya",2054,"t8",30.73
"1047","Antalya",2055,"t8",31.11
"1048","Antalya",2056,"t8",30.21
"1049","Antalya",2057,"t8",30.74
"1050","Antalya",2058,"t8",30.39
"1051","Antalya",2059,"t8",30.36
"1052","Antalya",2060,"t8",31.24
"1053","Antalya",2061,"t8",30.58
"1054","Antalya",2062,"t8",30.9
"1055","Antalya",2063,"t8",30.66
"1056","Antalya",2064,"t8",31.28
"1057","Antalya",2065,"t8",30.8
"1058","Antalya",2066,"t8",31.19
"1059","Antalya",2067,"t8",30.87
"1060","Antalya",2068,"t8",31.36
"1061","Antalya",2069,"t8",31.49
"1062","Antalya",2070,"t8",31.47
"1063","Antalya",2071,"t8",30.76
"1064","Antalya",2072,"t8",31.44
"1065","Antalya",2073,"t8",31.13
"1066","Antalya",2074,"t8",31.63
"1067","Antalya",2075,"t8",31.2
"1068","Antalya",2076,"t8",31.94
"1069","Antalya",2077,"t8",31.49
"1070","Antalya",2078,"t8",31.85
"1071","Antalya",2079,"t8",31.32
"1072","Antalya",2080,"t8",31.46
"1073","Antalya",2081,"t8",32.34
"1074","Antalya",2082,"t8",31.95
"1075","Antalya",2083,"t8",31.47
"1076","Antalya",2084,"t8",32.07
"1077","Antalya",2085,"t8",31.78
"1078","Antalya",2086,"t8",31.5
"1079","Antalya",2087,"t8",31.48
"1080","Antalya",2088,"t8",31.99
"1081","Antalya",2089,"t8",32.2
"1082","Antalya",2090,"t8",32.62
"1083","Antalya",2091,"t8",32.5
"1084","Antalya",2092,"t8",31.26
"1085","Antalya",2093,"t8",31.92
"1086","Antalya",2094,"t8",32.03
"1087","Antalya",2095,"t8",31.76
"1088","Antalya",2096,"t8",32.28
"1089","Antalya",1961,"t9",24.57
"1090","Antalya",1962,"t9",24.43
"1091","Antalya",1963,"t9",24.78
"1092","Antalya",1964,"t9",24.86
"1093","Antalya",1965,"t9",24.5
"1094","Antalya",1966,"t9",25.06
"1095","Antalya",1967,"t9",24.64
"1096","Antalya",1968,"t9",24.91
"1097","Antalya",1969,"t9",23.92
"1098","Antalya",1970,"t9",24.37
"1099","Antalya",1971,"t9",24.21
"1100","Antalya",1972,"t9",24.23
"1101","Antalya",1973,"t9",24.96
"1102","Antalya",1974,"t9",24.4
"1103","Antalya",1975,"t9",24.49
"1104","Antalya",1976,"t9",24.05
"1105","Antalya",1977,"t9",24.76
"1106","Antalya",1978,"t9",24
"1107","Antalya",1979,"t9",24.88
"1108","Antalya",1980,"t9",24.73
"1109","Antalya",1981,"t9",25.09
"1110","Antalya",1982,"t9",23.92
"1111","Antalya",1983,"t9",24.51
"1112","Antalya",1984,"t9",24.15
"1113","Antalya",1985,"t9",24.59
"1114","Antalya",1986,"t9",25.08
"1115","Antalya",1987,"t9",25.18
"1116","Antalya",1988,"t9",25.13
"1117","Antalya",1989,"t9",24.4
"1118","Antalya",1990,"t9",24.75
"1119","Antalya",1991,"t9",25.57
"1120","Antalya",1992,"t9",24.99
"1121","Antalya",1993,"t9",25.76
"1122","Antalya",1994,"t9",24.24
"1123","Antalya",1995,"t9",25.32
"1124","Antalya",1996,"t9",25.17
"1125","Antalya",1997,"t9",25.55
"1126","Antalya",1998,"t9",25.42
"1127","Antalya",1999,"t9",25.19
"1128","Antalya",2000,"t9",24.16
"1129","Antalya",2001,"t9",25.13
"1130","Antalya",2002,"t9",26.1
"1131","Antalya",2003,"t9",24.88
"1132","Antalya",2004,"t9",25.71
"1133","Antalya",2005,"t9",25.61
"1134","Antalya",2006,"t9",25.37
"1135","Antalya",2007,"t9",25.39
"1136","Antalya",2008,"t9",25.95
"1137","Antalya",2009,"t9",25.58
"1138","Antalya",2010,"t9",25.71
"1139","Antalya",2011,"t9",26.13
"1140","Antalya",2012,"t9",26.31
"1141","Antalya",2013,"t9",25.3
"1142","Antalya",2014,"t9",25.69
"1143","Antalya",2015,"t9",24.85
"1144","Antalya",2016,"t9",25.8
"1145","Antalya",2017,"t9",25.71
"1146","Antalya",2018,"t9",26.16
"1147","Antalya",2019,"t9",26.38
"1148","Antalya",2020,"t9",25.8
"1149","Antalya",2021,"t9",25.63
"1150","Antalya",2022,"t9",25.57
"1151","Antalya",2023,"t9",26.17
"1152","Antalya",2024,"t9",26
"1153","Antalya",2025,"t9",25.71
"1154","Antalya",2026,"t9",25.28
"1155","Antalya",2027,"t9",26.61
"1156","Antalya",2028,"t9",26.53
"1157","Antalya",2029,"t9",25.94
"1158","Antalya",2030,"t9",26.49
"1159","Antalya",2031,"t9",27.4
"1160","Antalya",2032,"t9",27.12
"1161","Antalya",2033,"t9",26
"1162","Antalya",2034,"t9",27.11
"1163","Antalya",2035,"t9",26.55
"1164","Antalya",2036,"t9",26
"1165","Antalya",2037,"t9",26.82
"1166","Antalya",2038,"t9",25.91
"1167","Antalya",2039,"t9",27.52
"1168","Antalya",2040,"t9",26.78
"1169","Antalya",2041,"t9",26.69
"1170","Antalya",2042,"t9",26.42
"1171","Antalya",2043,"t9",27.18
"1172","Antalya",2044,"t9",27.6
"1173","Antalya",2045,"t9",26.29
"1174","Antalya",2046,"t9",26.58
"1175","Antalya",2047,"t9",27.11
"1176","Antalya",2048,"t9",27.08
"1177","Antalya",2049,"t9",26.75
"1178","Antalya",2050,"t9",27.14
"1179","Antalya",2051,"t9",27.35
"1180","Antalya",2052,"t9",27.33
"1181","Antalya",2053,"t9",27.39
"1182","Antalya",2054,"t9",27.69
"1183","Antalya",2055,"t9",27.29
"1184","Antalya",2056,"t9",27.45
"1185","Antalya",2057,"t9",28.18
"1186","Antalya",2058,"t9",27.16
"1187","Antalya",2059,"t9",27.73
"1188","Antalya",2060,"t9",27.44
"1189","Antalya",2061,"t9",27.31
"1190","Antalya",2062,"t9",27.86
"1191","Antalya",2063,"t9",27.96
"1192","Antalya",2064,"t9",26.93
"1193","Antalya",2065,"t9",28.06
"1194","Antalya",2066,"t9",27.51
"1195","Antalya",2067,"t9",28.02
"1196","Antalya",2068,"t9",28.07
"1197","Antalya",2069,"t9",27.62
"1198","Antalya",2070,"t9",27.95
"1199","Antalya",2071,"t9",27.83
"1200","Antalya",2072,"t9",28.23
"1201","Antalya",2073,"t9",28.65
"1202","Antalya",2074,"t9",28.61
"1203","Antalya",2075,"t9",29.31
"1204","Antalya",2076,"t9",27.64
"1205","Antalya",2077,"t9",28.31
"1206","Antalya",2078,"t9",28.41
"1207","Antalya",2079,"t9",28.48
"1208","Antalya",2080,"t9",29.31
"1209","Antalya",2081,"t9",28.46
"1210","Antalya",2082,"t9",28.05
"1211","Antalya",2083,"t9",28.8
"1212","Antalya",2084,"t9",28.36
"1213","Antalya",2085,"t9",28.43
"1214","Antalya",2086,"t9",28.81
"1215","Antalya",2087,"t9",29.65
"1216","Antalya",2088,"t9",29.28
"1217","Antalya",2089,"t9",28.65
"1218","Antalya",2090,"t9",29.33
"1219","Antalya",2091,"t9",28.99
"1220","Antalya",2092,"t9",28.79
"1221","Antalya",2093,"t9",28.87
"1222","Antalya",2094,"t9",28.41
"1223","Antalya",2095,"t9",28.77
"1224","Antalya",2096,"t9",28.84
"1225","Antalya",1961,"t10",20.18
"1226","Antalya",1962,"t10",19.81
"1227","Antalya",1963,"t10",19.39
"1228","Antalya",1964,"t10",20.46
"1229","Antalya",1965,"t10",19.34
"1230","Antalya",1966,"t10",18.61
"1231","Antalya",1967,"t10",21.32
"1232","Antalya",1968,"t10",19.32
"1233","Antalya",1969,"t10",20.24
"1234","Antalya",1970,"t10",20.09
"1235","Antalya",1971,"t10",20.19
"1236","Antalya",1972,"t10",19.45
"1237","Antalya",1973,"t10",20.07
"1238","Antalya",1974,"t10",19.44
"1239","Antalya",1975,"t10",19.97
"1240","Antalya",1976,"t10",19.62
"1241","Antalya",1977,"t10",19.41
"1242","Antalya",1978,"t10",20.25
"1243","Antalya",1979,"t10",20.22
"1244","Antalya",1980,"t10",19.15
"1245","Antalya",1981,"t10",19.21
"1246","Antalya",1982,"t10",19.83
"1247","Antalya",1983,"t10",20.75
"1248","Antalya",1984,"t10",19
"1249","Antalya",1985,"t10",19.88
"1250","Antalya",1986,"t10",20.48
"1251","Antalya",1987,"t10",19.13
"1252","Antalya",1988,"t10",20.26
"1253","Antalya",1989,"t10",19.12
"1254","Antalya",1990,"t10",19.18
"1255","Antalya",1991,"t10",19.94
"1256","Antalya",1992,"t10",20.3
"1257","Antalya",1993,"t10",21.14
"1258","Antalya",1994,"t10",19.9
"1259","Antalya",1995,"t10",21.4
"1260","Antalya",1996,"t10",19.86
"1261","Antalya",1997,"t10",19.58
"1262","Antalya",1998,"t10",20.61
"1263","Antalya",1999,"t10",20.22
"1264","Antalya",2000,"t10",19.98
"1265","Antalya",2001,"t10",19.7
"1266","Antalya",2002,"t10",21.47
"1267","Antalya",2003,"t10",19.26
"1268","Antalya",2004,"t10",21.14
"1269","Antalya",2005,"t10",20.53
"1270","Antalya",2006,"t10",21.09
"1271","Antalya",2007,"t10",20.77
"1272","Antalya",2008,"t10",21.35
"1273","Antalya",2009,"t10",21.64
"1274","Antalya",2010,"t10",21.22
"1275","Antalya",2011,"t10",20.36
"1276","Antalya",2012,"t10",20.5
"1277","Antalya",2013,"t10",20.5
"1278","Antalya",2014,"t10",21.11
"1279","Antalya",2015,"t10",20.37
"1280","Antalya",2016,"t10",20.8
"1281","Antalya",2017,"t10",21.09
"1282","Antalya",2018,"t10",20.48
"1283","Antalya",2019,"t10",20.43
"1284","Antalya",2020,"t10",20.33
"1285","Antalya",2021,"t10",19.66
"1286","Antalya",2022,"t10",20.94
"1287","Antalya",2023,"t10",20.7
"1288","Antalya",2024,"t10",20.78
"1289","Antalya",2025,"t10",20.68
"1290","Antalya",2026,"t10",19.85
"1291","Antalya",2027,"t10",20.89
"1292","Antalya",2028,"t10",21.3
"1293","Antalya",2029,"t10",21.89
"1294","Antalya",2030,"t10",21.65
"1295","Antalya",2031,"t10",22.19
"1296","Antalya",2032,"t10",21.37
"1297","Antalya",2033,"t10",22.17
"1298","Antalya",2034,"t10",20.79
"1299","Antalya",2035,"t10",22.48
"1300","Antalya",2036,"t10",20.46
"1301","Antalya",2037,"t10",22.6
"1302","Antalya",2038,"t10",21.98
"1303","Antalya",2039,"t10",21.68
"1304","Antalya",2040,"t10",21.71
"1305","Antalya",2041,"t10",22.25
"1306","Antalya",2042,"t10",21.21
"1307","Antalya",2043,"t10",22.32
"1308","Antalya",2044,"t10",22.14
"1309","Antalya",2045,"t10",21.52
"1310","Antalya",2046,"t10",22.23
"1311","Antalya",2047,"t10",22.44
"1312","Antalya",2048,"t10",23.06
"1313","Antalya",2049,"t10",21.13
"1314","Antalya",2050,"t10",22.85
"1315","Antalya",2051,"t10",22.04
"1316","Antalya",2052,"t10",22.12
"1317","Antalya",2053,"t10",22.3
"1318","Antalya",2054,"t10",21.3
"1319","Antalya",2055,"t10",21.53
"1320","Antalya",2056,"t10",22.15
"1321","Antalya",2057,"t10",22.15
"1322","Antalya",2058,"t10",22.72
"1323","Antalya",2059,"t10",21.95
"1324","Antalya",2060,"t10",22.59
"1325","Antalya",2061,"t10",22.31
"1326","Antalya",2062,"t10",23.25
"1327","Antalya",2063,"t10",22.89
"1328","Antalya",2064,"t10",21.75
"1329","Antalya",2065,"t10",22.61
"1330","Antalya",2066,"t10",22.62
"1331","Antalya",2067,"t10",22.31
"1332","Antalya",2068,"t10",22.51
"1333","Antalya",2069,"t10",22.16
"1334","Antalya",2070,"t10",22.76
"1335","Antalya",2071,"t10",22.65
"1336","Antalya",2072,"t10",21.52
"1337","Antalya",2073,"t10",22.64
"1338","Antalya",2074,"t10",23.21
"1339","Antalya",2075,"t10",23.41
"1340","Antalya",2076,"t10",23.32
"1341","Antalya",2077,"t10",23.41
"1342","Antalya",2078,"t10",23.94
"1343","Antalya",2079,"t10",23.58
"1344","Antalya",2080,"t10",24.18
"1345","Antalya",2081,"t10",23.2
"1346","Antalya",2082,"t10",23.45
"1347","Antalya",2083,"t10",22.64
"1348","Antalya",2084,"t10",23.32
"1349","Antalya",2085,"t10",23.6
"1350","Antalya",2086,"t10",23.49
"1351","Antalya",2087,"t10",23.42
"1352","Antalya",2088,"t10",23.32
"1353","Antalya",2089,"t10",24.34
"1354","Antalya",2090,"t10",24.38
"1355","Antalya",2091,"t10",23.55
"1356","Antalya",2092,"t10",24.32
"1357","Antalya",2093,"t10",23.38
"1358","Antalya",2094,"t10",24.1
"1359","Antalya",2095,"t10",25.07
"1360","Antalya",2096,"t10",25.5
"1361","Antalya",1961,"t11",15.32
"1362","Antalya",1962,"t11",15.01
"1363","Antalya",1963,"t11",15.21
"1364","Antalya",1964,"t11",15.27
"1365","Antalya",1965,"t11",14.6
"1366","Antalya",1966,"t11",14.24
"1367","Antalya",1967,"t11",15.69
"1368","Antalya",1968,"t11",14.36
"1369","Antalya",1969,"t11",14.58
"1370","Antalya",1970,"t11",13.98
"1371","Antalya",1971,"t11",14.58
"1372","Antalya",1972,"t11",14.84
"1373","Antalya",1973,"t11",15.28
"1374","Antalya",1974,"t11",14.87
"1375","Antalya",1975,"t11",14.97
"1376","Antalya",1976,"t11",14.56
"1377","Antalya",1977,"t11",14.42
"1378","Antalya",1978,"t11",15.01
"1379","Antalya",1979,"t11",15.94
"1380","Antalya",1980,"t11",14.52
"1381","Antalya",1981,"t11",15.26
"1382","Antalya",1982,"t11",14.13
"1383","Antalya",1983,"t11",14.8
"1384","Antalya",1984,"t11",14.07
"1385","Antalya",1985,"t11",15.15
"1386","Antalya",1986,"t11",14.77
"1387","Antalya",1987,"t11",14.3
"1388","Antalya",1988,"t11",14.27
"1389","Antalya",1989,"t11",15.63
"1390","Antalya",1990,"t11",14.27
"1391","Antalya",1991,"t11",15.04
"1392","Antalya",1992,"t11",14.79
"1393","Antalya",1993,"t11",15.64
"1394","Antalya",1994,"t11",13.95
"1395","Antalya",1995,"t11",15.68
"1396","Antalya",1996,"t11",14.78
"1397","Antalya",1997,"t11",15.1
"1398","Antalya",1998,"t11",15.67
"1399","Antalya",1999,"t11",15.51
"1400","Antalya",2000,"t11",16.13
"1401","Antalya",2001,"t11",14.16
"1402","Antalya",2002,"t11",15.86
"1403","Antalya",2003,"t11",14.98
"1404","Antalya",2004,"t11",15.1
"1405","Antalya",2005,"t11",15.48
"1406","Antalya",2006,"t11",14.71
"1407","Antalya",2007,"t11",14.71
"1408","Antalya",2008,"t11",15.87
"1409","Antalya",2009,"t11",15.65
"1410","Antalya",2010,"t11",15.61
"1411","Antalya",2011,"t11",14.86
"1412","Antalya",2012,"t11",15.19
"1413","Antalya",2013,"t11",15.69
"1414","Antalya",2014,"t11",15.86
"1415","Antalya",2015,"t11",14.36
"1416","Antalya",2016,"t11",14.02
"1417","Antalya",2017,"t11",16.7
"1418","Antalya",2018,"t11",15.28
"1419","Antalya",2019,"t11",14.38
"1420","Antalya",2020,"t11",14.54
"1421","Antalya",2021,"t11",15.72
"1422","Antalya",2022,"t11",15.74
"1423","Antalya",2023,"t11",14.95
"1424","Antalya",2024,"t11",15.51
"1425","Antalya",2025,"t11",14.99
"1426","Antalya",2026,"t11",15.09
"1427","Antalya",2027,"t11",15.24
"1428","Antalya",2028,"t11",16.34
"1429","Antalya",2029,"t11",15.2
"1430","Antalya",2030,"t11",14.69
"1431","Antalya",2031,"t11",16.19
"1432","Antalya",2032,"t11",16.01
"1433","Antalya",2033,"t11",16.44
"1434","Antalya",2034,"t11",15.82
"1435","Antalya",2035,"t11",15.72
"1436","Antalya",2036,"t11",15.53
"1437","Antalya",2037,"t11",17.34
"1438","Antalya",2038,"t11",15.29
"1439","Antalya",2039,"t11",16.36
"1440","Antalya",2040,"t11",15.88
"1441","Antalya",2041,"t11",16.39
"1442","Antalya",2042,"t11",15.61
"1443","Antalya",2043,"t11",16.47
"1444","Antalya",2044,"t11",17.04
"1445","Antalya",2045,"t11",15.56
"1446","Antalya",2046,"t11",17.92
"1447","Antalya",2047,"t11",17.26
"1448","Antalya",2048,"t11",17.07
